,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
49,Astronaut Post,Beatriz Soledad Cuellar,13-04-2024,02:57:13,5,Lo admiro mucho sr presidente. Dios bendiga  grandemente su vida! Saludos,POS,POS,0.998799086,"I admire you very much, Mr. President. God greatly bless your life! Greetings",lo admiro mucho sr presidente  dios bendiga  grandemente su vida  saludos,0,Lo admiro mucho sr presidente . Dios bendiga grandemente su vida ! Saludos,13,23,73
50,Astronaut Post,Thelma Trejo,13-04-2024,04:39:40,0,Yanira Coreas,NEU,NEU,0.980969071,Yanira Coreas,yanira coreas,1,Yanira Coreas,2,4,13
51,Astronaut Post,Thelma Trejo,13-04-2024,04:41:22,0,Acosta Marlito gracias ,NEU,POS,0.996333361,Acosta Marlito thank you,acosta marlito gracias ,1,Acosta Marlito gracias,3,8,23
52,Astronaut Post,Leticia Castro,13-04-2024,04:51:27,0,Elpotrillodelasierrahn Romero bendiciones para ti,NEU,POS,0.998168469,Elpotrillodelasierrahn Romero blessings to you,elpotrillodelasierrahn romero bendiciones para ti,1,Elpotrillodelasierrahn Romero bendiciones para ti,5,14,49
53,Astronaut Post,Manuel A. Vasquez Bolaños,13-04-2024,04:12:08,1,Elpotrillodelasierrahn Romero igualmente,NEU,NEU,0.993470669,ElpotrillodeSierrahn Romero also,elpotrillodelasierrahn romero igualmente,1,Elpotrillodelasierrahn Romero igualmente,3,13,40
54,Astronaut Post,Tato Beltran,13-04-2024,03:06:15,1,Elpotrillodelasierrahn Romero gracias,NEU,POS,0.998122394,Elpotrillodelasierrahn Romero thank you,elpotrillodelasierrahn romero gracias,1,Elpotrillodelasierrahn Romero gracias,3,12,37
55,Astronaut Post,Esmeralda De Sagastume,13-04-2024,03:04:26,0,Elpotrillodelasierrahn Romero amen,NEU,NEU,0.94669193,Elpotrillodesierrahn Romero amen,elpotrillodelasierrahn romero amen,1,Elpotrillodelasierrahn Romero amen,3,11,34
56,Astronaut Post,Thelma Trejo,13-04-2024,04:37:13,1,"Jair Rios 
Gracias ",NEU,POS,0.998591483,"Jair Rios
Thank you",jair rios  gracias ,1,"Jair Rios 
 
 Gracias",3,6,19
57,Astronaut Post,Thelma Trejo,13-04-2024,04:40:17,1,Jorge Olivares Claro Que si,NEU,NEU,0.989885092,Jorge Olivares Of course yes,jorge olivares claro que si,1,Jorge Olivares Claro Que si,5,8,27
58,Astronaut Post,Alba Beltran,13-04-2024,03:36:11,1,Jorge Olivares Amen,NEU,NEU,0.989490092,Jorge Olivares Amen,jorge olivares amen,1,Jorge Olivares Amen,3,6,19
59,Astronaut Post,Thelma Trejo,13-04-2024,04:39:14,0,"La Yoa 
Gracias ",NEU,POS,0.998748183,"The Yoa
Thank you",la yoa  gracias ,1,"La Yoa 
 
 Gracias",3,6,16
60,Astronaut Post,Thelma Trejo,13-04-2024,04:34:59,0,"Amparo Rivera 
Gracias CORAZÓN!",NEU,POS,0.998491168,"Amparo Rivera
Thanks, love!",amparo rivera  gracias coraz n ,1,"Amparo Rivera 
 
 Gracias CORAZ Ó N !",7,9,31
61,Astronaut Post,Thelma Trejo,13-04-2024,16:28:57,1,"Flora Cabrera 
AMEN AMEN!",NEU,POS,0.998690426,"Flora Cabrera
AMEN AMEN!",flora cabrera  amen amen ,1,"Flora Cabrera 
 
 AMEN AMEN !",5,8,25
62,Astronaut Post,Flora Cabrera,13-04-2024,13:47:03,1,"Thelma Trejo Claro, es Dios el que permite que eso suceda, pero Dios escoge a las personas en las cuales manifestarse y a Él le plació escoger a éstos dos seres humanos para lo que Él desea que se haga.
Pero eso no le resta que éstos dos caballeros tengan su mérito, muchas personas tenemos ése llamado y nos reusamos a hacer lo que Dios quiere.",POS,POS,0.847990334,"Thelma Trejo Of course, it is God who allows that to happen, but God chooses the people in whom to manifest Himself and He was pleased to choose these two human beings for what He wants to be done.
But that does not mean that these two gentlemen have their merit, many of us have that calling and we refuse to do what God wants.",thelma trejo claro  es dios el que permite que eso suceda  pero dios escoge a las personas en las cuales manifestarse y a  l le placi  escoger a  stos dos seres humanos para lo que  l desea que se haga  pero eso no le resta que  stos dos caballeros tengan su m rito  muchas personas tenemos  se llamado y nos reusamos a hacer lo que dios quiere ,0,"Thelma Trejo Claro , es Dios el que permite que eso suceda , pero Dios escoge a las personas en las cuales manifestarse y a É l le placi ó escoger a é stos dos seres humanos para lo que É l desea que se haga . 
 
 Pero eso no le resta que é stos dos caballeros tengan su m é rito , muchas personas tenemos é se llamado y nos reusamos a hacer lo que Dios quiere .",79,115,345
63,Astronaut Post,Thelma Trejo,13-04-2024,04:34:35,1,"Flora Cabrera 
Es DIOS CORAZÓN QUE ESTA HACIENDO LA OBRA!!",POS,NEU,0.967643976,"Flora Cabrera
It is GOD THE HEART WHO IS DOING THE WORK!!",flora cabrera  es dios coraz n que esta haciendo la obra  ,0,"Flora Cabrera 
 
 Es DIOS CORAZ Ó N QUE ESTA HACIENDO LA OBRA ! !",14,19,58
64,Astronaut Post,Julio Guerrero,15-04-2024,04:29:42,0,Guadalupe Ayala si y que siga  la dominacion’ de USA en el pulgarcito asi como estaban destabilisando al govierno de Bukele  de parte de arena y el frente.,NEG,POS,0.980957747,Guadalupe Ayala yes and let the domination of the USA continue in the thumb just as they were destabilizing Bukele's government on the part of the arena and the front.,guadalupe ayala si y que siga  la dominacion  de usa en el pulgarcito asi como estaban destabilisando al govierno de bukele  de parte de arena y el frente ,2,Guadalupe Ayala si y que siga la dominacion ’ de USA en el pulgarcito asi como estaban destabilisando al govierno de Bukele de parte de arena y el frente .,30,49,155
65,Astronaut Post,Thelma Trejo,13-04-2024,04:36:38,1,"Maria Alicia Alas Moreno 
Correcto!",NEU,NEU,0.879428208,"Maria Alicia Alas Moreno
Correct!",maria alicia alas moreno  correcto ,1,"Maria Alicia Alas Moreno 
 
 Correcto !",6,8,35
66,Astronaut Post,Lilian Medrano,13-04-2024,23:23:33,0,Maincarb Cardona,NEU,NEU,0.994581878,Maincarb Cardona,maincarb cardona,1,Maincarb Cardona,2,5,16
67,Astronaut Post,Thelma Trejo,13-04-2024,04:37:02,1,"Maincarb Cardona 
Gracias CORAZÓN!!",NEU,POS,0.99866724,"Maincarb Cardona
Thanks, love!!",maincarb cardona  gracias coraz n  ,1,"Maincarb Cardona 
 
 Gracias CORAZ Ó N ! !",8,12,35
68,Astronaut Post,Oscar Clair Sanchez,14-04-2024,18:16:05,0,Cuando fueron a la luna? Cuando la bandera se movía ,NEU,NEU,0.996678591,When did they go to the moon? When the flag moved,cuando fueron a la luna  cuando la bandera se mov a ,1,Cuando fueron a la luna ? Cuando la bandera se mov í a,13,16,52
69,Astronaut Post,Oscar Clair Sanchez,14-04-2024,18:14:43,0,Martha Morales presidente,NEU,NEU,0.97691977,Martha Morales president,martha morales presidente,1,Martha Morales presidente,3,4,25
70,Astronaut Post,Dallana Orellana,13-04-2024,23:51:40,0,Martha Morales zCon. el. Régimen.  Le. Gustaría. Que. Me. Alegro. el. Que. Cae. Preso.  No. Sale. Si. Sale. es. Suerte. Y. Algunos. Que. No. Deben. Nada. Son. Inocentes.,NEG,NEG,0.998291194,Martha Morales zCon. he. Regime. You. Would like. That. I. Glad. he. That. Falls off. Prisoner. No. He leaves. Yeah. Comes out. is. Luck. And some. That. Should not. Nothing. Are. Innocents,martha morales zcon  el  r gimen   le  gustar a  que  me  alegro  el  que  cae  preso   no  sale  si  sale  es  suerte  y  algunos  que  no  deben  nada  son  inocentes ,2,Martha Morales zCon . el . R é gimen . Le . Gustar í a . Que . Me . Alegro . el . Que . Cae . Preso . No . Sale . Si . Sale . es . Suerte . Y . Algunos . Que . No . Deben . Nada . Son . Inocentes .,58,68,169
71,Astronaut Post,Thelma Trejo,13-04-2024,04:38:29,2,"Martha Morales 
Que Linda muchas  gracias!!!",NEU,POS,0.998593271,"Martha Morales
You are so nice, thank you so much!!!",martha morales  que linda muchas  gracias   ,1,"Martha Morales 
 
 Que Linda muchas gracias ! ! !",9,12,44
72,Astronaut Post,Victor Velez,14-04-2024,05:01:12,0,Sara Cespedes porque se comen tanto la letra “H” está bien es muda pero para la escritura es falta de Ortografía.,NEG,NEU,0.727362812,"Sara Cespedes because they eat so much the letter “H” is fine, it is silent but for writing it is poor spelling.",sara cespedes porque se comen tanto la letra  h  est  bien es muda pero para la escritura es falta de ortograf a ,2,Sara Cespedes porque se comen tanto la letra “ H ” est á bien es muda pero para la escritura es falta de Ortograf í a .,27,40,113
73,Astronaut Post,Blanquita Estela Sánchez,13-04-2024,17:57:29,2,Sara Cespedes muchas gracias por esas hermosas palabras saludos hasta Australia ❤️❤️ que Dios bendiga asu país,NEU,POS,0.91007793,Sara Cespedes thank you very much for those beautiful words greetings to Australia ❤️❤️ may God bless your country,sara cespedes muchas gracias por esas hermosas palabras saludos hasta australia  que dios bendiga asu pa s,1,Sara Cespedes muchas gracias por esas hermosas palabras saludos hasta Australia ❤ ️ ❤ ️ que Dios bendiga asu pa í s,22,34,106
74,Astronaut Post,Jorge Orellana,13-04-2024,14:08:12,2,"Sara Cespedes gracias Sara, una Salvadoreña que nacio en Chile debes decir, saludos.",NEU,NEU,0.974526703,"Sara Cespedes, thank you Sara, a Salvadoran who was born in Chile, you must say, greetings.",sara cespedes gracias sara  una salvadore a que nacio en chile debes decir  saludos ,1,"Sara Cespedes gracias Sara , una Salvadore ñ a que nacio en Chile debes decir , saludos .",18,26,84
75,Astronaut Post,Max Argueta Castro,13-04-2024,12:51:30,10,"Sara Cespedes así deberíamos de ser los seres humanos amarnos los unos a los otros, sin importar nacionalidad religión estatus social, creencias políticas, Dios la bendiga Sara.   ",POS,POS,0.987502873,"Sara Cespedes This is how human beings should be, loving each other, regardless of nationality, religion, social status, political beliefs, God bless you Sara.",sara cespedes as  deber amos de ser los seres humanos amarnos los unos a los otros  sin importar nacionalidad religi n estatus social  creencias pol ticas  dios la bendiga sara    ,0,"Sara Cespedes as í deber í amos de ser los seres humanos amarnos los unos a los otros , sin importar nacionalidad religi ó n estatus social , creencias pol í ticas , Dios la bendiga Sara .",38,51,180
76,Astronaut Post,Reina Chavez,13-04-2024,12:46:52,8,Sara Cespedes muchas gracias por pensar de esa forma de estas dos personas que son muy importantes para nuestro querido país,POS,POS,0.997027934,"Sara Cespedes, thank you very much for thinking that way about these two people who are very important for our beloved country.",sara cespedes muchas gracias por pensar de esa forma de estas dos personas que son muy importantes para nuestro querido pa s,0,Sara Cespedes muchas gracias por pensar de esa forma de estas dos personas que son muy importantes para nuestro querido pa í s,23,37,124
77,Astronaut Post,Liliana Serrano,13-04-2024,12:00:26,6,"Sara Cespedes Que linda gracias por sus bellas palabras para mi Presidente Bukele y Frank Rubio, saludos desde El Salvador",POS,POS,0.768737793,"Sara Cespedes How beautiful, thank you for your beautiful words for my President Bukele and Frank Rubio, greetings from El Salvador",sara cespedes que linda gracias por sus bellas palabras para mi presidente bukele y frank rubio  saludos desde el salvador,0,"Sara Cespedes Que linda gracias por sus bellas palabras para mi Presidente Bukele y Frank Rubio , saludos desde El Salvador",21,36,122
78,Astronaut Post,Ana Martinez,17-04-2024,09:26:20,2,"Neto Grimaldi no se si soy yo o que sera? Porque  desde que  encerraron a las pandillas, empezaron a salir todas esa gente que  nos llena de orgullo.y ahora todo el mundo reconoce las bellezas de nuestro  país.y EL SALVADOR  es ejemplo para el mundo entero en cosas buenas y no vergüenza  por ser el pais  mas peligroso  del mundo.",POS,NEG,0.783020496,"Neto Grimaldi I don't know if it's me or what could it be? Because since they locked up the gangs, all those people who fill us with pride began to come out. And now everyone recognizes the beauties of our country. And EL SALVADOR is an example for the entire world in good things and not ashamed for being the most dangerous country in the world.",neto grimaldi no se si soy yo o que sera  porque  desde que  encerraron a las pandillas  empezaron a salir todas esa gente que  nos llena de orgullo y ahora todo el mundo reconoce las bellezas de nuestro  pa s y el salvador  es ejemplo para el mundo entero en cosas buenas y no vergüenza  por ser el pais  mas peligroso  del mundo ,0,"Neto Grimaldi no se si soy yo o que sera ? Porque desde que encerraron a las pandillas , empezaron a salir todas esa gente que nos llena de orgullo . y ahora todo el mundo reconoce las bellezas de nuestro pa í s . y EL SALVADOR es ejemplo para el mundo entero en cosas buenas y no vergüenza por ser el pais mas peligroso del mundo .",69,107,331
79,Astronaut Post,Neto Grimaldi,13-04-2024,22:20:21,1,Daniel Navarrete no importa lo que hagas si es trabajo o estudio pon dedication y lo mejor de ti y si el resultado es bueno  esta el fruto y si no pues lo intestastes y te quedas con tu satisfaccion. ..los resultados se buscan no se esperan...si eres vendedor de refrescos o barredor o ingeniero trata de ser el mejor y hazlo  con agrado.,POS,POS,0.995974004,"Daniel Navarrete, no matter what you do, whether it is work or study, put dedication and the best of yourself and if the result is good, there is the fruit and if not, then you tried it and you are left with your satisfaction. ...the results are sought, not expected...if you are a soft drink seller or a sweeper or an engineer, try to be the best and do it with pleasure.",daniel navarrete no importa lo que hagas si es trabajo o estudio pon dedication y lo mejor de ti y si el resultado es bueno  esta el fruto y si no pues lo intestastes y te quedas con tu satisfaccion    los resultados se buscan no se esperan   si eres vendedor de refrescos o barredor o ingeniero trata de ser el mejor y hazlo  con agrado ,0,Daniel Navarrete no importa lo que hagas si es trabajo o estudio pon dedication y lo mejor de ti y si el resultado es bueno esta el fruto y si no pues lo intestastes y te quedas con tu satisfaccion . . . los resultados se buscan no se esperan . . . si eres vendedor de refrescos o barredor o ingeniero trata de ser el mejor y hazlo con agrado .,72,113,338
