,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),processed_text,sentiment_numeric,tokenized_review,Text_Clean
46,Astronaut Post,Hugo Gomez,13-04-2024,11:36:14,0,Pongase serio Nayib Bukele  no nos venga con esa ud bien save que nadie a salido al espacio,NEG,NEG,0.998993933,"Get serious Nayib Bukele, don't come to us with that, well know that no one has gone to space",pong seri nayib bukel veng ud bien sav nadi sal espaci,2,Pongase serio Nayib Bukele no nos venga con esa ud bien save que nadie a salido al espacio,pongase serio nayib bukele  no nos venga con esa ud bien save que nadie a salido al espacio
47,Astronaut Post,Guadalupe Ayala,13-04-2024,15:03:52,9,"El Astronauta Rubio,  descendencia de Salvadoreños,es  una celebridad mundial, es un ejemplo de superación para nuestros jóvenes y nuestro presidente Bukele, también es una celebridad mundial, por su ahínco, sus valores y buenos deseos para dirigir a nuestro país, a un futuro mejor. Bendiciones",POS,POS,0.997766137,"Astronaut Rubio, descendant of Salvadorans, is a world celebrity, he is an example of improvement for our young people and our president Bukele, is also a world celebrity, for his efforts, his values ​​and good wishes to lead our country to a future. better. Blessings",astronaut rubi descendent salvadoreñ celebr mundial ejempl super jov president bukel celebr mundial ahinc valor buen dese dirig pais futur mejor bendicion,0,"El Astronauta Rubio , descendencia de Salvadore ñ os , es una celebridad mundial , es un ejemplo de superaci ó n para nuestros j ó venes y nuestro presidente Bukele , tambi é n es una celebridad mundial , por su ah í nco , sus valores y buenos deseos para dirigir a nuestro pa í s , a un futuro mejor . Bendiciones",el astronauta rubio   descendencia de salvadore os es  una celebridad mundial  es un ejemplo de superaci n para nuestros j venes y nuestro presidente bukele  tambi n es una celebridad mundial  por su ah nco  sus valores y buenos deseos para dirigir a nuestro pa s  a un futuro mejor  bendiciones
48,Astronaut Post,Gloria Torres,13-04-2024,03:06:31,2,Oh qué reunión de dos salvadoreños que han puesto muy en alto nuestro país los admiro por su humildad y entrega para hacer de este mundo algo diferente gracias a Dios por sus vidas y que sirven de inspiración a grandes y chicos para luchar por nuestros sueños Dios les bendiga mi presidente y nuestro héroe Fran Rubio orgullos salvadoreños,POS,POS,0.998395622,Oh what a meeting of two Salvadorans who have put our country very highly. I admire them for their humility and dedication to make this world something different. Thank God for their lives and who serve as an inspiration to adults and children to fight for our dreams. God. Bless my president and our hero Fran Rubio Salvadoran pride,oh reunion dos salvadoreñ puest alto pais admir humild entreg hac mund diferent graci dio vid serv inspir grand chic luch sueñ dio bendig president hero frar rubi orgull salvadoreñ,0,Oh qu é reuni ó n de dos salvadore ñ os que han puesto muy en alto nuestro pa í s los admiro por su humildad y entrega para hacer de este mundo algo diferente gracias a Dios por sus vidas y que sirven de inspiraci ó n a grandes y chicos para luchar por nuestros sue ñ os Dios les bendiga mi presidente y nuestro h é roe Fran Rubio orgullos salvadore ñ os,oh qu  reuni n de dos salvadore os que han puesto muy en alto nuestro pa s los admiro por su humildad y entrega para hacer de este mundo algo diferente gracias a dios por sus vidas y que sirven de inspiraci n a grandes y chicos para luchar por nuestros sue os dios les bendiga mi presidente y nuestro h roe fran rubio orgullos salvadore os
49,Astronaut Post,Beatriz Soledad Cuellar,13-04-2024,02:57:13,5,Lo admiro mucho sr presidente. Dios bendiga  grandemente su vida! Saludos,POS,POS,0.998799086,"I admire you very much, Mr. President. God greatly bless your life! Greetings",admir sr president dio bendig grandement vid salud,0,Lo admiro mucho sr presidente . Dios bendiga grandemente su vida ! Saludos,lo admiro mucho sr presidente  dios bendiga  grandemente su vida  saludos
50,Astronaut Post,Thelma Trejo,13-04-2024,04:39:40,0,Yanira Coreas,NEU,NEU,0.980969071,Yanira Coreas,yanir core,1,Yanira Coreas,yanira coreas
51,Astronaut Post,Thelma Trejo,13-04-2024,04:41:22,0,Acosta Marlito gracias ,NEU,POS,0.996333361,Acosta Marlito thank you,acost marlit graci,1,Acosta Marlito gracias,acosta marlito gracias 
52,Astronaut Post,Leticia Castro,13-04-2024,04:51:27,0,Elpotrillodelasierrahn Romero bendiciones para ti,NEU,POS,0.998168469,Elpotrillodelasierrahn Romero blessings to you,elpotrillodelasierrahn romer bendicion,1,Elpotrillodelasierrahn Romero bendiciones para ti,elpotrillodelasierrahn romero bendiciones para ti
53,Astronaut Post,Manuel A. Vasquez Bolaños,13-04-2024,04:12:08,1,Elpotrillodelasierrahn Romero igualmente,NEU,NEU,0.993470669,ElpotrillodeSierrahn Romero also,elpotrillodelasierrahn romer igual,1,Elpotrillodelasierrahn Romero igualmente,elpotrillodelasierrahn romero igualmente
54,Astronaut Post,Tato Beltran,13-04-2024,03:06:15,1,Elpotrillodelasierrahn Romero gracias,NEU,POS,0.998122394,Elpotrillodelasierrahn Romero thank you,elpotrillodelasierrahn romer graci,1,Elpotrillodelasierrahn Romero gracias,elpotrillodelasierrahn romero gracias
55,Astronaut Post,Esmeralda De Sagastume,13-04-2024,03:04:26,0,Elpotrillodelasierrahn Romero amen,NEU,NEU,0.94669193,Elpotrillodesierrahn Romero amen,elpotrillodelasierrahn romer amen,1,Elpotrillodelasierrahn Romero amen,elpotrillodelasierrahn romero amen
56,Astronaut Post,Thelma Trejo,13-04-2024,04:37:13,1,"Jair Rios 
Gracias ",NEU,POS,0.998591483,"Jair Rios
Thank you",jair rio graci,1,"Jair Rios  
 Gracias",jair rios  gracias 
57,Astronaut Post,Thelma Trejo,13-04-2024,04:40:17,1,Jorge Olivares Claro Que si,NEU,NEU,0.989885092,Jorge Olivares Of course yes,jorg olivar clar si,1,Jorge Olivares Claro Que si,jorge olivares claro que si
58,Astronaut Post,Alba Beltran,13-04-2024,03:36:11,1,Jorge Olivares Amen,NEU,NEU,0.989490092,Jorge Olivares Amen,jorg olivar amen,1,Jorge Olivares Amen,jorge olivares amen
59,Astronaut Post,Thelma Trejo,13-04-2024,04:39:14,0,"La Yoa 
Gracias ",NEU,POS,0.998748183,"The Yoa
Thank you",yoa graci,1,"La Yoa  
 Gracias",la yoa  gracias 
60,Astronaut Post,Thelma Trejo,13-04-2024,04:34:59,0,"Amparo Rivera 
Gracias CORAZÓN!",NEU,POS,0.998491168,"Amparo Rivera
Thanks, love!",ampar river graci corazon,1,"Amparo Rivera  
 Gracias CORAZ Ó N !",amparo rivera  gracias coraz n 
61,Astronaut Post,Thelma Trejo,13-04-2024,16:28:57,1,"Flora Cabrera 
AMEN AMEN!",NEU,POS,0.998690426,"Flora Cabrera
AMEN AMEN!",flor cabrer amen amar,1,"Flora Cabrera  
 AMEN AMEN !",flora cabrera  amen amen 
62,Astronaut Post,Flora Cabrera,13-04-2024,13:47:03,1,"Thelma Trejo Claro, es Dios el que permite que eso suceda, pero Dios escoge a las personas en las cuales manifestarse y a Él le plació escoger a éstos dos seres humanos para lo que Él desea que se haga.
Pero eso no le resta que éstos dos caballeros tengan su mérito, muchas personas tenemos ése llamado y nos reusamos a hacer lo que Dios quiere.",POS,POS,0.847990334,"Thelma Trejo Of course, it is God who allows that to happen, but God chooses the people in whom to manifest Himself and He was pleased to choose these two human beings for what He wants to be done.
But that does not mean that these two gentlemen have their merit, many of us have that calling and we refuse to do what God wants.",thelm trej clar dio permit suced dio escog person cual manifestar el placeir escog este dos ser human des hag rest este dos caballer merit much person ese llam reus hac dio quer,0,"Thelma Trejo Claro , es Dios el que permite que eso suceda , pero Dios escoge a las personas en las cuales manifestarse y a É l le placi ó escoger a é stos dos seres humanos para lo que É l desea que se haga .  
 Pero eso no le resta que é stos dos caballeros tengan su m é rito , muchas personas tenemos é se llamado y nos reusamos a hacer lo que Dios quiere .",thelma trejo claro  es dios el que permite que eso suceda  pero dios escoge a las personas en las cuales manifestarse y a  l le placi  escoger a  stos dos seres humanos para lo que  l desea que se haga  pero eso no le resta que  stos dos caballeros tengan su m rito  muchas personas tenemos  se llamado y nos reusamos a hacer lo que dios quiere 
63,Astronaut Post,Thelma Trejo,13-04-2024,04:34:35,1,"Flora Cabrera 
Es DIOS CORAZÓN QUE ESTA HACIENDO LA OBRA!!",POS,NEU,0.967643976,"Flora Cabrera
It is GOD THE HEART WHO IS DOING THE WORK!!",flor cabrer dios corazon hac obra,0,"Flora Cabrera  
 Es DIOS CORAZ Ó N QUE ESTA HACIENDO LA OBRA ! !",flora cabrera  es dios coraz n que esta haciendo la obra  
64,Astronaut Post,Julio Guerrero,15-04-2024,04:29:42,0,Guadalupe Ayala si y que siga  la dominacion’ de USA en el pulgarcito asi como estaban destabilisando al govierno de Bukele  de parte de arena y el frente.,NEG,POS,0.980957747,Guadalupe Ayala yes and let the domination of the USA continue in the thumb just as they were destabilizing Bukele's government on the part of the arena and the front.,guadalup ayal si segu domin usar pulgarcit asi destabilis goviern bukel part aren frent,2,Guadalupe Ayala si y que siga la dominacion ’ de USA en el pulgarcito asi como estaban destabilisando al govierno de Bukele de parte de arena y el frente .,guadalupe ayala si y que siga  la dominacion  de usa en el pulgarcito asi como estaban destabilisando al govierno de bukele  de parte de arena y el frente 
65,Astronaut Post,Thelma Trejo,13-04-2024,04:36:38,1,"Maria Alicia Alas Moreno 
Correcto!",NEU,NEU,0.879428208,"Maria Alicia Alas Moreno
Correct!",mari alici ala moren correct,1,"Maria Alicia Alas Moreno  
 Correcto !",maria alicia alas moreno  correcto 
66,Astronaut Post,Lilian Medrano,13-04-2024,23:23:33,0,Maincarb Cardona,NEU,NEU,0.994581878,Maincarb Cardona,maincarb cardon,1,Maincarb Cardona,maincarb cardona
67,Astronaut Post,Thelma Trejo,13-04-2024,04:37:02,1,"Maincarb Cardona 
Gracias CORAZÓN!!",NEU,POS,0.99866724,"Maincarb Cardona
Thanks, love!!",maincarb cardon graci corazon,1,"Maincarb Cardona  
 Gracias CORAZ Ó N ! !",maincarb cardona  gracias coraz n  
68,Astronaut Post,Oscar Clair Sanchez,14-04-2024,18:16:05,0,Cuando fueron a la luna? Cuando la bandera se movía ,NEU,NEU,0.996678591,When did they go to the moon? When the flag moved,lun bander mov,1,Cuando fueron a la luna ? Cuando la bandera se mov í a,cuando fueron a la luna  cuando la bandera se mov a 
69,Astronaut Post,Oscar Clair Sanchez,14-04-2024,18:14:43,0,Martha Morales presidente,NEU,NEU,0.97691977,Martha Morales president,marth moral president,1,Martha Morales presidente,martha morales presidente
70,Astronaut Post,Dallana Orellana,13-04-2024,23:51:40,0,Martha Morales zCon. el. Régimen.  Le. Gustaría. Que. Me. Alegro. el. Que. Cae. Preso.  No. Sale. Si. Sale. es. Suerte. Y. Algunos. Que. No. Deben. Nada. Son. Inocentes.,NEG,NEG,0.998291194,Martha Morales zCon. he. Regime. You. Would like. That. I. Glad. he. That. Falls off. Prisoner. No. He leaves. Yeah. Comes out. is. Luck. And some. That. Should not. Nothing. Are. Innocents,marth moral zcon regim gust alegr caer pres sal si sal suert deb inocent,2,Martha Morales zCon . el . R é gimen . Le . Gustar í a . Que . Me . Alegro . el . Que . Cae . Preso . No . Sale . Si . Sale . es . Suerte . Y . Algunos . Que . No . Deben . Nada . Son . Inocentes .,martha morales zcon  el  r gimen   le  gustar a  que  me  alegro  el  que  cae  preso   no  sale  si  sale  es  suerte  y  algunos  que  no  deben  nada  son  inocentes 
71,Astronaut Post,Thelma Trejo,13-04-2024,04:38:29,2,"Martha Morales 
Que Linda muchas  gracias!!!",NEU,POS,0.998593271,"Martha Morales
You are so nice, thank you so much!!!",marth moral lind much graci,1,"Martha Morales  
 Que Linda muchas gracias ! ! !",martha morales  que linda muchas  gracias   
72,Astronaut Post,Victor Velez,14-04-2024,05:01:12,0,Sara Cespedes porque se comen tanto la letra “H” está bien es muda pero para la escritura es falta de Ortografía.,NEG,NEU,0.727362812,"Sara Cespedes because they eat so much the letter “H” is fine, it is silent but for writing it is poor spelling.",sar cesp com letr h bien mud escritur falt ortografi,2,Sara Cespedes porque se comen tanto la letra “ H ” est á bien es muda pero para la escritura es falta de Ortograf í a .,sara cespedes porque se comen tanto la letra  h  est  bien es muda pero para la escritura es falta de ortograf a 
73,Astronaut Post,Blanquita Estela Sánchez,13-04-2024,17:57:29,2,Sara Cespedes muchas gracias por esas hermosas palabras saludos hasta Australia ❤️❤️ que Dios bendiga asu país,NEU,POS,0.91007793,Sara Cespedes thank you very much for those beautiful words greetings to Australia ❤️❤️ may God bless your country,sar cesp much graci hermos palabr salud australi dios bendig asu pais,1,Sara Cespedes muchas gracias por esas hermosas palabras saludos hasta Australia ❤ ️ ❤ ️ que Dios bendiga asu pa í s,sara cespedes muchas gracias por esas hermosas palabras saludos hasta australia  que dios bendiga asu pa s
74,Astronaut Post,Jorge Orellana,13-04-2024,14:08:12,2,"Sara Cespedes gracias Sara, una Salvadoreña que nacio en Chile debes decir, saludos.",NEU,NEU,0.974526703,"Sara Cespedes, thank you Sara, a Salvadoran who was born in Chile, you must say, greetings.",sar cesp graci sar salvadoreñ naci chil deb dec salud,1,"Sara Cespedes gracias Sara , una Salvadore ñ a que nacio en Chile debes decir , saludos .",sara cespedes gracias sara  una salvadore a que nacio en chile debes decir  saludos 
75,Astronaut Post,Max Argueta Castro,13-04-2024,12:51:30,10,"Sara Cespedes así deberíamos de ser los seres humanos amarnos los unos a los otros, sin importar nacionalidad religión estatus social, creencias políticas, Dios la bendiga Sara.   ",POS,POS,0.987502873,"Sara Cespedes This is how human beings should be, loving each other, regardless of nationality, religion, social status, political beliefs, God bless you Sara.",sar cesp asi deb ser ser human amarn import nacional religion estatus social creenci polit dios bendig sar,0,"Sara Cespedes as í deber í amos de ser los seres humanos amarnos los unos a los otros , sin importar nacionalidad religi ó n estatus social , creencias pol í ticas , Dios la bendiga Sara .",sara cespedes as  deber amos de ser los seres humanos amarnos los unos a los otros  sin importar nacionalidad religi n estatus social  creencias pol ticas  dios la bendiga sara    
